,Age,Gender,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,Location_Europe,Location_Other,Location_USA,Genre_RPG,Genre_Simulation,Genre_Sports,Genre_Strategy
35003,46,0,9.44173450447182,0,1,4,107,22,17,2,False,False,False,False,False,False,True
35004,23,0,2.253751157871017,0,2,9,69,86,10,2,True,False,False,False,False,True,False
35005,19,0,16.942149178027673,0,1,6,131,88,17,2,False,False,False,False,True,False,False
35006,15,1,18.483975067600007,1,1,11,122,6,24,2,True,False,False,False,True,False,False
35007,49,0,23.8067504014245,0,1,19,106,68,0,3,False,False,True,False,False,False,True
35008,49,1,3.974669435556524,0,3,5,142,22,5,2,False,False,True,True,False,False,False
35009,26,1,2.778890455291844,0,1,2,12,15,2,1,True,False,False,False,False,False,False
35010,35,0,12.877409412787802,0,2,12,104,36,2,2,False,False,True,False,True,False,False
35011,22,1,5.580981582204079,0,1,1,63,35,15,1,False,True,False,True,False,False,False
35012,41,0,2.131114607650624,0,2,6,122,62,17,2,True,False,False,False,False,False,False
35013,23,1,4.600237908511262,0,2,14,41,43,1,2,False,False,False,False,False,False,True
35014,42,1,8.447095899623976,0,1,17,39,73,32,2,True,False,False,False,False,False,False
35015,44,0,8.149403644324558,0,2,3,118,53,21,2,True,False,False,False,False,True,False
35016,28,1,23.19782508456015,1,2,7,77,35,48,2,False,False,True,True,False,False,False
35017,37,0,10.61957935041723,0,1,1,144,49,0,1,True,False,False,False,True,False,False
35018,43,1,18.89881546099177,1,3,9,152,94,39,3,False,False,False,True,False,False,False
35019,40,0,2.496986620422888,1,2,15,108,33,35,3,False,False,True,True,False,False,False
35020,36,0,0.0185840787593001,0,1,16,176,16,18,3,True,False,False,False,True,False,False
35021,29,0,1.8990463814719032,1,2,5,29,49,10,1,True,False,False,False,False,False,True
35022,23,1,19.80174767428693,1,1,10,64,38,9,2,False,False,True,False,False,False,True
35023,40,0,1.158000943647747,0,1,0,128,32,26,1,False,False,False,False,False,False,False
35024,31,1,23.820091953845992,0,1,8,167,89,42,3,False,False,True,True,False,False,False
35025,23,1,8.678356162820023,0,1,1,159,30,11,1,False,False,False,False,False,False,True
35026,17,0,11.38461773992287,0,1,11,29,53,46,2,False,False,True,False,False,False,True
35027,30,1,19.50659184383317,0,2,18,40,92,36,2,True,False,False,False,False,True,False
35028,27,0,23.262260297364588,1,1,17,63,10,47,2,True,False,False,False,False,False,False
35029,40,0,9.27692259078069,0,1,3,40,22,32,1,False,False,True,True,False,False,False
35030,31,0,14.255821849882144,0,1,5,19,24,18,1,False,True,False,True,False,False,False
35031,46,0,15.30189716229816,1,1,9,89,77,31,2,False,False,True,False,True,False,False
35032,38,0,5.904907345740875,0,1,16,130,29,28,3,True,False,False,False,True,False,False
35033,36,0,15.99167586238342,0,3,0,124,19,10,1,True,False,False,False,False,False,False
35034,23,0,23.13780450655876,0,1,12,61,60,19,2,False,True,False,False,False,True,False
35035,36,0,6.117835656880311,0,2,8,131,19,0,2,True,False,False,False,False,True,False
35036,34,0,10.41813259302098,0,1,15,28,88,43,2,False,False,True,False,False,False,True
35037,17,1,21.133130603889647,0,2,12,75,23,49,2,True,False,False,False,False,False,True
35038,47,0,17.223364846689105,1,2,6,24,54,12,1,False,False,False,True,False,False,False
35039,32,1,13.84789524962993,0,3,1,145,14,10,1,False,False,False,True,False,False,False
35040,24,0,3.4516220484020304,1,3,4,17,4,43,1,False,False,True,False,False,True,False
35041,35,1,19.831937806207087,0,3,0,159,16,17,1,True,False,False,False,False,False,False
35042,39,0,22.750406588778773,0,2,3,131,66,40,2,False,False,True,False,False,True,False
35043,23,1,8.746424076482366,0,1,15,102,2,21,3,False,False,True,False,False,False,True
35044,41,0,14.2857906949103,0,2,3,42,47,15,1,False,True,False,True,False,False,False
35045,29,0,3.3017345598374206,0,1,8,105,68,1,2,True,False,False,False,False,True,False
35046,46,1,21.657529490705627,0,3,13,35,1,21,2,False,False,True,False,False,True,False
35047,30,0,2.3768598132158916,1,1,17,98,69,39,2,False,False,True,False,False,False,False
35048,42,0,9.827212293508133,0,2,14,109,23,26,3,True,False,False,True,False,False,False
35049,20,1,12.896718618213526,0,1,2,137,10,12,1,False,True,False,False,False,False,True
35050,20,0,2.899594846857597,1,2,0,131,76,15,1,False,False,True,False,False,False,False
35051,16,0,20.677342102189144,0,1,13,25,92,30,2,False,False,True,False,False,True,False
35052,21,0,19.86726547133424,0,1,15,84,99,34,3,False,False,True,False,True,False,False
35053,41,0,4.1420057550064495,0,3,8,146,85,16,2,True,False,False,False,False,True,False
35054,42,1,1.2819530032804574,0,3,6,157,28,25,2,True,False,False,False,False,True,False
35055,30,1,14.389812485974986,0,1,16,173,4,23,3,False,False,True,False,False,False,True
35056,23,0,22.724016641176036,1,1,19,128,46,43,3,True,False,False,True,False,False,False
35057,29,1,7.743003392603879,0,1,12,35,5,22,2,False,False,True,True,False,False,False
35058,48,0,20.539989094825017,0,3,4,76,5,41,1,False,False,True,False,False,True,False
35059,34,1,7.513168174090978,1,1,9,172,36,33,3,False,False,True,False,True,False,False
35060,28,0,18.347749145019147,0,3,4,35,8,5,1,False,False,True,True,False,False,False
35061,25,0,14.228997591786426,1,2,6,155,38,49,2,False,False,True,False,False,False,False
35062,44,0,6.6533611284045335,0,2,13,62,31,5,2,True,False,False,True,False,False,False
35063,17,0,23.604175924167485,0,1,15,63,45,46,2,False,False,True,False,False,True,False
35064,16,0,20.73240010134753,0,2,3,91,51,0,1,False,False,False,False,False,True,False
35065,28,1,4.10539339134945,0,1,16,160,59,26,3,True,False,False,False,False,True,False
35066,43,0,12.47139594226586,0,1,12,24,44,47,2,False,False,False,False,True,False,False
35067,19,0,21.800172835723377,1,3,12,98,2,6,2,False,False,True,True,False,False,False
35068,20,1,22.114844124596807,0,3,14,10,18,4,1,False,False,False,False,True,False,False
35069,22,0,9.995760638527148,0,2,5,42,11,47,1,False,False,False,False,False,False,False
35070,43,1,14.024291362027697,0,3,19,70,53,15,2,True,False,False,False,False,False,True
35071,41,0,15.012273597150289,0,3,6,96,89,44,2,True,False,False,False,True,False,False
35072,30,1,13.746966086386694,0,2,1,130,41,21,1,False,False,True,False,True,False,False
35073,41,0,16.558008417883823,0,2,3,36,64,6,1,False,False,False,False,False,False,False
35074,15,1,0.3677129261739233,0,1,19,170,52,1,3,True,False,False,True,False,False,False
35075,47,1,12.739670617695776,1,2,2,158,66,48,2,False,False,True,False,False,False,True
35076,41,0,14.075542991292536,0,2,12,16,55,0,1,False,False,True,False,True,False,False
35077,31,1,16.917229875165454,1,2,17,112,33,26,3,False,True,False,False,True,False,False
35078,29,0,15.139446208515963,0,1,14,87,30,34,2,False,False,True,True,False,False,False
35079,36,0,4.350508477347985,0,2,8,136,51,1,2,True,False,False,False,False,True,False
35080,33,0,8.882788870657752,0,1,17,77,10,40,3,False,False,False,True,False,False,False
35081,42,0,10.055970025833917,0,2,17,58,40,42,2,False,False,True,True,False,False,False
35082,37,1,16.11922711094629,0,3,4,125,98,6,2,False,False,True,True,False,False,False
35083,34,1,15.94240527955112,0,2,7,10,55,45,1,True,False,False,False,False,False,True
35084,23,0,17.27593379764681,0,2,16,25,17,35,2,False,False,True,False,False,False,True
35085,37,0,14.732146717728153,0,1,12,153,6,49,3,False,True,False,False,False,False,True
35086,21,0,9.486217286985935,0,2,11,144,82,29,3,True,False,False,False,False,True,False
35087,45,0,6.209648710778985,0,3,6,138,44,47,2,True,False,False,False,False,False,True
35088,25,0,4.227694295860806,0,3,9,101,82,8,2,True,False,False,False,True,False,False
35089,31,0,8.456361186682859,0,1,14,12,79,13,1,True,False,False,False,False,True,False
35090,40,0,8.622440448612156,0,2,7,124,93,39,2,False,False,True,False,True,False,False
35091,32,1,15.876554612563549,0,1,0,56,80,27,1,False,False,True,False,True,False,False
35092,45,1,6.725166534253903,0,2,0,61,49,15,1,False,False,True,False,False,False,True
35093,49,0,3.777028505413788,0,2,0,40,7,23,1,False,False,True,False,False,False,False
35094,42,1,23.392559809805388,1,3,12,178,37,33,3,False,False,False,False,False,True,False
35095,40,0,0.8970055124755199,0,3,12,37,90,13,2,False,True,False,False,False,False,True
35096,20,0,22.542484447902055,0,2,6,122,41,19,2,False,False,True,False,True,False,False
35097,48,0,10.12776373739854,1,3,15,130,97,18,3,False,True,False,False,True,False,False
35098,42,1,13.422898369481308,0,1,18,37,94,42,2,True,False,False,False,True,False,False
35099,23,0,19.13487694023212,1,1,2,102,27,15,1,False,False,True,False,True,False,False
35100,43,0,21.578059815112898,0,1,1,54,64,33,1,True,False,False,False,False,True,False
35101,48,0,23.99512291639705,0,1,0,147,68,5,1,False,False,True,False,False,False,False
35102,26,0,15.343422751541386,0,1,13,11,59,43,1,False,False,True,True,False,False,False
35103,30,1,15.233978285408492,0,2,6,121,14,18,2,False,False,True,False,False,False,True
35104,21,0,4.204003239531652,0,1,18,29,26,16,2,False,True,False,False,False,True,False
35105,45,1,12.050489037420784,0,1,8,10,95,36,1,False,True,False,True,False,False,False
35106,47,1,17.634133273204547,0,1,8,76,52,2,2,True,False,False,False,False,True,False
35107,21,0,23.136175144126224,0,1,15,11,81,11,1,False,False,True,False,False,True,False
35108,17,1,0.9076447316745124,0,1,8,164,15,32,2,False,False,True,True,False,False,False
35109,34,0,19.62104271633053,1,1,9,117,24,21,2,False,False,True,False,False,True,False
35110,19,1,19.57821761769828,0,2,1,117,38,46,1,True,False,False,False,True,False,False
35111,17,0,10.339589696440648,0,2,11,168,85,6,3,False,False,True,False,False,True,False
35112,29,0,9.596748498551928,0,3,18,148,84,5,3,True,False,False,False,False,True,False
35113,49,0,22.820748359039115,0,1,19,13,39,14,1,False,False,True,True,False,False,False
35114,37,1,9.021204907298532,0,1,8,177,39,19,3,True,False,False,False,False,False,True
35115,47,0,1.2977085782386677,0,3,3,142,42,22,2,True,False,False,False,False,True,False
35116,16,1,20.806306416620025,0,3,10,112,53,9,2,True,False,False,False,False,False,True
35117,35,0,21.43391082046414,0,3,3,43,60,39,1,False,False,True,False,False,False,False
35118,28,0,12.994571960945647,1,1,14,33,38,23,2,False,False,True,False,False,False,False
35119,28,0,21.73239679081672,0,1,1,178,12,16,1,False,False,True,False,True,False,False
35120,25,1,15.472433599227504,0,2,6,174,99,12,2,False,False,False,False,True,False,False
35121,18,1,3.284365805250907,0,3,2,157,86,22,2,False,False,True,True,False,False,False
35122,44,1,4.0457619380842935,0,2,0,132,12,48,1,False,False,True,False,True,False,False
35123,34,0,11.065920877647835,0,2,19,68,99,13,2,False,False,False,False,False,True,False
35124,30,0,11.857641257602904,1,2,16,41,58,35,1,False,False,False,False,False,False,True
35125,48,1,11.903942520856427,1,3,10,150,90,18,3,False,False,False,False,False,True,False
35126,22,1,22.81015325682651,1,3,18,164,94,33,1,True,False,False,False,False,True,False
35127,34,0,11.976912222414937,0,3,13,67,10,17,2,False,False,True,True,False,False,False
35128,35,1,16.011596046260433,1,3,1,26,85,5,1,False,True,False,False,True,False,False
35129,44,0,20.310515387778985,0,1,12,177,56,15,3,False,False,True,False,False,True,False
35130,19,1,19.76162854823211,1,2,3,63,92,28,1,True,False,False,True,False,False,False
35131,35,0,16.522645691826447,1,1,7,52,36,20,2,True,False,False,False,False,True,False
35132,37,0,22.93939901993743,0,1,18,144,3,2,3,True,False,False,False,False,False,False
35133,33,0,7.573126038416915,0,1,19,167,47,0,2,False,False,True,True,False,False,False
35134,24,1,21.31762732165241,0,1,7,106,40,47,2,False,False,False,False,False,False,False
35135,41,0,7.466498469402348,0,2,16,126,94,21,3,False,False,False,True,False,False,False
35136,49,1,13.30463253328526,0,1,4,137,21,23,2,False,False,True,False,True,False,False
35137,27,0,3.949575170335648,0,2,12,15,93,13,1,False,False,False,False,False,False,True
35138,23,1,17.85693064407869,0,2,11,177,56,14,3,False,False,True,False,False,False,True
35139,31,1,15.048347656861814,1,1,5,117,98,35,2,False,False,True,False,False,False,True
35140,45,1,22.33768626398101,0,2,10,125,51,47,2,True,False,False,False,False,True,False
35141,38,1,10.018227176150226,0,1,0,108,21,10,1,False,True,False,False,False,False,False
35142,33,1,11.33123432135022,1,1,16,122,74,30,3,True,False,False,False,False,False,True
35143,44,1,1.774707481897713,0,1,18,139,23,47,3,False,False,True,False,False,False,True
35144,19,1,17.6200615669058,0,1,16,90,68,26,3,True,False,False,False,False,False,True
35145,22,0,23.264395940722032,0,3,7,92,8,21,2,False,False,True,False,False,False,True
35146,39,0,20.270379329258283,1,2,19,59,61,20,2,False,True,False,False,False,False,False
35147,19,1,16.66664148231776,0,2,16,164,34,24,3,False,True,False,False,False,False,False
35148,47,0,20.7179886937309,0,1,18,103,35,9,3,True,False,False,False,True,False,False
35149,36,1,8.011698111751064,1,1,10,176,78,6,3,False,False,True,False,False,True,False
35150,39,0,13.07483005368834,0,2,13,172,94,27,3,True,False,False,True,False,False,False
35151,43,0,2.6707464292631258,1,2,18,18,14,41,1,False,False,True,False,True,False,False
35152,44,1,9.13907134139864,0,1,10,124,25,7,2,False,True,False,False,False,False,True
35153,44,0,5.827176167262638,0,1,11,18,32,24,1,False,False,True,False,False,False,True
35154,45,0,1.0854292123050169,1,1,10,29,40,31,2,False,False,True,False,False,False,False
35155,48,0,2.2516336613557666,0,2,13,162,22,0,3,True,False,False,True,False,False,False
35156,42,0,23.92844306425148,1,1,7,21,14,24,1,False,False,False,False,False,False,False
35157,24,1,22.401473010087532,0,3,14,173,39,6,3,False,False,False,False,False,True,False
35158,18,1,17.309717251517505,0,2,2,115,25,7,1,False,True,False,False,False,False,False
35159,47,1,10.97299004027067,1,1,18,27,1,38,2,False,False,True,False,False,True,False
35160,31,1,9.509149915200869,0,3,11,78,73,41,2,False,False,True,False,True,False,False
35161,25,1,16.22960467274938,0,1,11,174,29,18,3,True,False,False,False,False,True,False
35162,21,0,5.806364771114157,0,3,14,91,26,26,2,True,False,False,True,False,False,False
35163,31,0,6.484703440456788,1,1,7,25,38,3,1,False,False,True,False,False,False,True
35164,42,0,21.638246808753113,0,3,1,34,56,41,1,False,False,False,False,False,False,False
35165,31,0,2.2900868887760764,1,1,3,93,78,44,2,True,False,False,False,True,False,False
35166,24,0,1.8190545281905877,0,3,3,29,25,38,1,False,False,True,False,False,False,False
35167,40,0,10.609236471312569,0,2,6,145,22,31,2,True,False,False,False,True,False,False
35168,20,0,9.981705940214002,0,1,5,149,70,47,2,False,True,False,False,False,False,True
35169,31,0,9.900100767366158,1,1,10,152,68,13,3,False,False,True,True,False,False,False
35170,30,0,11.086364563781451,0,1,3,50,57,13,1,True,False,False,True,False,False,False
35171,40,1,7.707820724108011,0,2,14,150,65,38,3,False,False,True,False,False,True,False
35172,18,0,5.06762114281137,0,3,17,90,42,40,3,True,False,False,False,False,True,False
35173,34,0,1.7882006774590398,0,1,0,176,47,49,2,False,True,False,False,False,False,False
35174,25,0,3.7498818497387503,0,2,1,57,70,4,1,True,False,False,False,False,True,False
35175,37,0,0.8009289612562682,0,2,18,85,22,29,3,False,False,True,True,False,False,False
35176,47,1,8.462828547798324,0,1,13,98,90,35,3,False,False,True,False,False,False,False
35177,45,0,0.5336568739657874,1,3,17,94,42,7,3,False,False,True,False,False,False,True
35178,21,0,7.399431871938035,0,1,8,57,56,40,2,False,False,False,False,False,False,True
35179,36,1,5.114904533910295,0,2,2,153,20,18,1,True,False,False,False,False,False,True
35180,19,0,16.098819889440833,0,2,9,136,72,25,2,True,False,False,False,False,False,True
35181,15,0,15.572940890928765,0,1,9,174,67,19,3,False,False,True,False,True,False,False
35182,20,0,10.496339170619272,1,1,1,123,17,24,1,True,False,False,True,False,False,False
35183,18,0,17.310848555375525,0,1,18,39,28,28,2,False,False,True,False,False,False,False
35184,44,0,8.512384958278876,0,1,2,126,70,38,2,False,False,False,False,True,False,False
35185,44,0,3.6384903068987633,0,3,3,166,98,11,2,False,False,False,False,True,False,False
35186,31,0,0.9930118080582392,0,3,16,54,51,18,2,True,False,False,False,False,False,True
35187,38,0,1.0960147788729806,0,2,17,131,34,36,3,True,False,False,False,False,False,True
35188,45,0,12.945617071599802,0,1,15,152,99,37,3,True,False,False,False,False,False,True
35189,42,0,19.69493328839339,0,1,2,63,53,10,1,True,False,False,False,False,False,False
35190,18,0,14.492807040534796,0,1,16,136,74,41,3,False,False,False,True,False,False,False
35191,33,0,8.14280002317889,0,3,5,152,23,27,2,False,False,True,False,False,False,True
35192,38,1,12.79812166182587,0,3,0,141,50,16,1,False,False,False,False,False,True,False
35193,21,0,20.717329950887365,0,1,8,45,95,2,2,False,False,True,True,False,False,False
35194,23,1,19.974703537637676,1,2,12,18,94,35,2,False,False,True,False,True,False,False
35195,36,0,15.12635183345838,0,1,9,90,90,34,2,False,False,True,False,False,False,True
35196,16,0,15.271154991602366,0,2,19,159,85,19,3,False,False,False,False,False,False,False
35197,41,1,11.228695833052791,1,1,8,130,91,9,2,False,False,False,False,False,False,True
35198,30,0,23.864141268673936,0,1,4,34,13,29,1,False,False,True,False,True,False,False
35199,19,0,17.064173966358336,0,1,14,26,99,18,2,True,False,False,False,False,False,False
35200,26,1,12.817034940371164,0,1,8,87,16,37,2,False,False,True,True,False,False,False
35201,40,1,21.64154713444717,0,2,2,79,28,18,1,False,False,True,False,False,False,False
35202,29,0,4.622362111224912,0,1,5,48,88,22,2,True,False,False,False,False,False,False
35203,17,1,1.837642507564503,0,1,14,23,93,14,2,False,False,True,False,False,False,True
35204,23,1,2.696489724315568,0,2,5,25,76,11,1,False,False,False,False,False,True,False
35205,42,0,22.63664542421034,0,3,18,52,57,24,2,False,False,False,False,False,False,True
35206,39,0,0.9403359146676608,0,2,9,169,55,15,3,False,False,True,False,False,False,True
35207,42,1,14.823899733424875,0,1,0,33,22,43,1,True,False,False,True,False,False,False
35208,35,0,20.80411682905309,0,1,6,140,26,47,2,True,False,False,True,False,False,False
35209,43,1,12.054407870452422,0,3,7,28,91,0,1,False,False,True,False,False,True,False
35210,39,0,6.1845410898483495,0,2,19,174,40,39,3,False,False,False,True,False,False,False
35211,44,0,18.527198662840853,0,1,11,139,45,21,3,False,True,False,False,False,False,False
35212,25,1,22.842674384470115,1,1,12,51,49,25,1,False,False,False,False,True,False,False
35213,33,1,3.3899414814894184,1,3,7,11,30,8,1,True,False,False,False,False,False,True
35214,25,1,17.560276969758544,0,2,15,99,21,22,3,False,False,True,False,True,False,False
35215,39,0,17.975435531594805,0,3,10,23,26,19,1,True,False,False,False,False,True,False
35216,15,1,15.024160231873648,0,1,16,178,77,42,3,True,False,False,False,False,False,True
35217,46,0,7.311973709015098,0,1,12,14,33,20,1,False,False,True,True,False,False,False
35218,35,1,2.8269143412092133,0,3,16,41,84,33,2,False,False,False,False,False,True,False
35219,27,1,0.8397980152149804,0,1,4,153,81,18,2,True,False,False,True,False,False,False
35220,48,0,17.615707741795923,0,3,15,154,48,14,1,False,False,True,False,False,False,True
35221,31,0,14.832585816359426,0,2,14,144,18,24,3,False,False,False,True,False,False,False
35222,33,1,7.527791848322463,0,1,13,116,9,9,3,True,False,False,False,False,False,True
35223,24,0,5.740064444317426,0,2,1,47,1,9,1,False,False,True,True,False,False,False
35224,23,1,12.245976303090323,0,2,14,55,28,18,2,False,False,True,True,False,False,False
35225,25,0,0.2628845769617784,0,1,4,81,89,26,2,False,False,True,False,True,False,False
35226,45,0,12.15702134093836,1,1,8,18,98,10,1,False,True,False,False,False,True,False
35227,16,0,11.335731122885225,0,2,1,26,99,31,1,False,False,False,True,False,False,False
35228,38,1,8.338699341152216,0,1,16,169,68,36,3,True,False,False,False,False,False,True
35229,19,0,6.131402564090577,0,1,14,89,74,40,2,True,False,False,False,False,False,False
35230,44,0,5.302873721987754,1,2,14,56,51,49,2,False,False,False,True,False,False,False
35231,49,1,7.076261833916467,1,3,0,132,77,20,1,False,False,False,False,False,False,False
35232,31,0,9.242090709827233,0,3,18,152,54,28,3,True,False,False,False,False,True,False
35233,45,0,12.712449163180676,0,2,19,157,91,11,3,False,False,False,False,True,False,False
35234,16,1,21.091476427702545,0,1,1,158,27,7,1,False,False,True,False,False,True,False
35235,30,0,0.4549121381846346,0,1,10,70,33,29,2,False,False,False,True,False,False,False
35236,35,1,1.7281366148766102,0,2,14,37,14,2,2,False,False,True,True,False,False,False
35237,44,0,20.9052851376728,0,3,11,123,92,11,2,False,True,False,False,False,True,False
35238,15,0,15.07310759038619,0,2,7,148,39,48,2,False,False,True,False,True,False,False
35239,28,0,0.6986747882779536,0,1,2,21,12,15,2,False,False,True,False,False,True,False
35240,30,0,17.63354617208814,0,3,11,171,23,1,3,False,False,False,True,False,False,False
35241,23,1,17.083739656255844,1,2,4,148,73,31,2,False,False,True,False,False,True,False
35242,22,1,9.960342044522733,0,1,9,75,89,16,1,False,True,False,True,False,False,False
35243,23,0,19.945381411837907,0,1,2,130,86,41,2,False,False,False,False,False,False,True
35244,48,0,9.509452751934326,0,1,12,41,89,15,2,False,False,True,False,True,False,False
35245,47,1,3.359937442753522,0,2,6,61,74,46,2,False,False,False,False,False,True,False
35246,36,0,5.679349441771641,0,1,18,143,46,12,3,False,False,True,False,False,True,False
35247,44,1,5.517549923341084,0,1,15,153,15,26,3,False,False,True,False,False,False,False
35248,21,0,19.06161238933329,0,3,2,168,35,42,2,False,False,True,False,True,False,False
35249,32,1,0.3457506392549359,0,1,5,132,2,3,2,False,False,True,False,False,False,False
35250,35,0,18.32655075445888,1,1,17,30,80,19,2,False,False,False,False,False,False,False
35251,19,0,18.207562171876187,0,3,15,147,6,36,3,False,False,True,True,False,False,False
35252,21,1,22.051945919911972,1,1,12,42,76,47,1,True,False,False,False,False,False,False
35253,26,0,23.799164711576346,0,1,15,174,15,33,3,False,False,False,False,False,False,True
35254,31,0,12.465270817024782,1,2,14,171,93,41,3,False,False,True,False,False,False,False
35255,38,0,15.04294742594893,0,1,18,128,10,5,3,False,True,False,False,False,True,False
35256,33,0,10.589940132773204,0,2,0,41,38,45,1,True,False,False,False,False,False,False
35257,30,0,4.325357981974125,1,3,18,43,73,20,2,False,False,True,False,False,False,True
35258,39,0,10.220436236715258,0,3,8,158,25,16,2,True,False,False,False,True,False,False
35259,41,1,4.090317000836098,0,3,10,53,26,33,2,False,False,False,True,False,False,False
35260,21,1,15.832370135637898,0,1,17,91,70,20,3,False,False,False,False,False,False,True
35261,22,1,22.01833810425461,0,2,16,75,20,12,2,False,False,False,False,False,True,False
35262,29,0,7.115087571083474,0,1,12,15,70,5,1,False,True,False,False,False,True,False
35263,30,0,9.748800320571736,0,1,1,93,4,34,1,True,False,False,False,False,False,False
35264,22,1,7.1010814755836265,1,2,3,90,36,42,2,True,False,False,False,False,False,False
35265,46,0,4.953889176137079,0,2,12,83,2,20,2,False,False,True,False,False,False,False
35266,31,1,5.652610140789975,0,1,14,161,34,48,3,True,False,False,False,False,False,False
35267,36,0,19.253149290430446,0,3,8,117,9,21,2,False,False,False,True,False,False,False
35268,46,1,23.977944521725583,0,1,3,171,67,30,2,False,False,True,False,False,False,False
35269,25,1,7.256965681058926,0,2,7,153,44,6,2,False,False,True,False,True,False,False
35270,20,0,6.661740681116723,0,2,7,98,51,2,2,False,True,False,True,False,False,False
35271,36,0,18.47815062764237,0,1,9,67,51,22,2,False,False,False,True,False,False,False
35272,28,1,14.801057649758285,0,3,19,21,90,34,2,False,False,True,False,True,False,False
35273,42,0,21.527560200068667,0,2,12,80,99,45,2,False,False,False,True,False,False,False
35274,26,0,21.235430170189385,0,3,5,83,86,20,2,False,False,True,True,False,False,False
35275,41,1,15.566340120891482,0,2,8,143,45,11,2,True,False,False,True,False,False,False
35276,15,1,0.1164971918474213,0,2,2,146,47,2,1,False,False,True,True,False,False,False
35277,24,0,10.151798965490038,0,3,2,172,74,40,2,True,False,False,False,False,False,False
35278,47,0,18.70625667120952,1,2,4,178,97,29,2,True,False,False,False,False,False,False
35279,30,0,4.466795735720805,0,1,2,41,8,17,2,False,False,False,False,False,False,True
35280,20,0,10.142062985900948,1,2,15,10,26,36,1,False,True,False,False,False,False,True
35281,39,0,15.105179400525332,0,1,9,179,64,23,3,False,False,False,False,True,False,False
35282,34,0,3.3248382382007327,0,3,2,10,33,36,1,False,False,True,False,False,False,True
35283,37,0,12.87139210922164,0,3,11,161,26,43,3,False,False,False,False,False,False,False
35284,30,0,2.9198232298256546,1,1,10,36,3,29,2,False,False,True,False,True,False,False
35285,15,0,21.50607960630475,0,1,15,132,35,34,3,False,False,False,False,False,False,False
35286,44,1,13.097550330767604,0,3,6,88,44,21,2,True,False,False,True,False,False,False
35287,41,1,3.119433948998955,1,1,4,61,56,10,1,True,False,False,False,False,True,False
35288,16,1,18.046424126858863,0,1,12,148,80,5,3,False,False,False,False,False,True,False
35289,35,1,14.884716526056067,0,2,10,94,73,8,2,False,False,True,False,False,False,True
35290,23,0,14.671349857993878,0,1,16,16,24,42,1,False,False,False,False,False,False,False
35291,38,0,21.396624972833457,0,2,2,128,5,27,1,False,False,True,False,False,False,False
35292,21,1,13.400459044118444,0,2,3,75,59,3,1,False,False,False,False,True,False,False
35293,44,1,23.442086654563703,0,2,8,20,33,48,1,False,False,True,False,False,True,False
35294,16,1,6.4506399868111925,0,1,4,33,33,43,1,False,False,False,False,False,False,True
35295,26,0,12.349313184269691,0,1,3,99,66,45,2,False,True,False,False,False,False,True
35296,27,0,17.46797045380563,0,1,18,107,6,12,1,True,False,False,False,False,False,True
35297,17,1,10.940836161328557,0,1,11,152,11,15,3,False,False,True,False,False,False,True
35298,32,1,22.585404788867187,1,1,12,174,16,31,3,True,False,False,False,False,False,False
35299,20,0,8.423536253070882,0,3,12,170,49,37,3,False,False,False,True,False,False,False
35300,41,0,13.115596504086431,0,1,6,173,14,22,2,False,True,False,False,True,False,False
35301,29,0,2.9681394622952224,0,2,5,77,99,48,2,False,False,True,False,False,False,True
35302,29,0,11.989609027277496,0,1,8,153,18,26,2,False,True,False,False,True,False,False
35303,33,0,4.0489803500843005,0,2,8,162,94,3,2,True,False,False,False,False,True,False
35304,34,0,17.548336404052307,0,1,14,68,99,4,2,False,False,True,False,False,False,True
35305,34,0,18.731146790520363,0,1,5,139,17,47,2,True,False,False,False,False,False,True
35306,32,0,8.528200706395165,0,2,10,70,44,20,1,False,False,False,False,False,True,False
35307,48,1,5.935204683024002,0,1,17,69,30,43,2,False,False,True,False,False,False,True
35308,49,0,2.611861209044024,0,2,17,161,57,26,3,False,False,True,False,False,False,True
35309,15,1,9.67764716299586,0,2,8,28,29,4,1,False,False,False,False,False,True,False
35310,26,0,6.821236742745017,0,1,3,158,65,22,3,False,False,True,False,False,True,False
35311,19,1,7.353923379287788,0,2,13,144,68,2,3,True,False,False,False,False,False,False
35312,41,1,23.676283779344818,0,3,17,130,36,25,2,True,False,False,False,True,False,False
35313,34,1,10.820621803542508,0,2,13,100,39,1,2,False,False,True,False,False,False,True
35314,33,1,9.457644071482648,0,1,16,28,93,33,2,True,False,False,False,False,True,False
35315,29,0,3.564644208262494,0,2,19,138,71,35,3,False,True,False,False,False,True,False
35316,20,1,0.1599571288405439,0,1,5,93,49,26,2,False,False,True,True,False,False,False
35317,23,0,22.09171816914062,0,1,7,79,32,30,2,False,False,True,False,True,False,False
35318,37,1,3.0700522372995556,0,3,16,28,18,33,2,False,True,False,True,False,False,False
35319,24,0,22.452101840538106,1,2,5,45,97,0,1,False,False,True,False,False,False,True
35320,15,0,13.900754067582492,0,1,12,114,90,32,3,False,False,True,False,False,True,False
35321,25,1,6.751862683710868,0,3,5,53,16,37,1,True,False,False,False,False,False,True
35322,34,1,1.7254906201604028,0,1,14,168,64,45,3,False,True,False,False,False,False,False
35323,42,0,12.442672394514116,0,3,14,106,7,10,3,True,False,False,False,True,False,False
